cities60.dat 5 5 425.84845904421496 
cities60.dat 10 5 413.65082545763283 
cities60.dat 15 5 412.34087312890574 
cities60.dat 20 5 395.57933631480284 
cities60.dat 25 5 408.3878587194654 
cities60.dat 30 5 401.63129121781174 
cities60.dat 35 5 399.8025674456108 
cities60.dat 40 5 395.8720115121126 
cities60.dat 45 5 398.7229415770956 
cities60.dat 50 5 397.8791246678575 
cities60.dat 55 5 390.68990901738084 
cities60.dat 60 5 388.13842193239276 
cities60.dat 65 5 391.73082920481227 
cities60.dat 70 5 395.6778143224636 
cities60.dat 75 5 396.03994149395913 
cities60.dat 80 5 393.47715949421246 
