cities.dat 2 2 30.422002056819014 
cities.dat 2 4 27.51536256342535 
cities.dat 2 6 29.471792094779317 
cities.dat 2 8 28.99056580502892 
cities.dat 3 2 27.716647781162735 
cities.dat 3 4 27.897328574675456 
cities.dat 3 6 27.716647781162735 
cities.dat 3 8 27.51536256342535 
cities.dat 4 2 29.488617195398646 
cities.dat 4 4 28.50012963938938 
cities.dat 4 6 27.51536256342535 
cities.dat 4 8 27.51536256342535 
cities.dat 5 2 27.51536256342535 
cities.dat 5 4 27.51536256342535 
cities.dat 5 6 27.51536256342535 
cities.dat 5 8 27.51536256342535 
cities.dat 6 2 28.09861379241284 
cities.dat 6 4 27.51536256342535 
cities.dat 6 6 27.51536256342535 
cities.dat 6 8 27.51536256342535 
cities.dat 7 2 28.69842805769072 
cities.dat 7 4 27.51536256342535 
cities.dat 7 6 27.51536256342535 
cities.dat 7 8 27.51536256342535 
cities.dat 8 2 29.056743828574458 
cities.dat 8 4 27.51536256342535 
cities.dat 8 6 27.51536256342535 
cities.dat 8 8 27.51536256342535 
