cities50.dat 2 2 332.6798067766406 
cities50.dat 2 4 333.69021682267385 
cities50.dat 2 5 318.6873849334858 
cities50.dat 2 10 341.8690585880297 
cities50.dat 2 15 304.6091064019552 
cities50.dat 8 2 327.67656451407925 
cities50.dat 8 4 304.27521033120814 
cities50.dat 8 5 316.6160049101754 
cities50.dat 8 10 301.65785444478826 
cities50.dat 8 15 302.4455741878625 
cities50.dat 16 2 313.66569051517445 
cities50.dat 16 4 302.9712328203203 
cities50.dat 16 5 300.9410964351645 
cities50.dat 16 10 293.89599010633543 
cities50.dat 16 15 294.8676131221969 
cities50.dat 20 2 314.7592897806579 
cities50.dat 20 4 297.48734216066686 
cities50.dat 20 5 300.83778818670595 
cities50.dat 20 10 295.2875331344773 
cities50.dat 20 15 291.5184792805969 
cities50.dat 25 2 317.88903330487403 
cities50.dat 25 4 303.8150381344375 
cities50.dat 25 5 299.47262037251653 
cities50.dat 25 10 289.52900292239724 
cities50.dat 25 15 293.44681313976594 
cities50.dat 30 2 307.03370989883757 
cities50.dat 30 4 301.07964648051814 
cities50.dat 30 5 292.2725180303235 
cities50.dat 30 10 291.52900292239724 
cities50.dat 30 15 293.1179519585479 
cities50.dat 35 2 293.35796934367244 
cities50.dat 35 4 289.5396634825858 
cities50.dat 35 5 292.8278727814972 
cities50.dat 35 10 292.8649627166266 
cities50.dat 35 15 293.63655786520565 
cities50.dat 40 2 309.0795318032252 
cities50.dat 40 4 295.53765455815585 
cities50.dat 40 5 294.6579204994317 
cities50.dat 40 10 291.1872456623645 
cities50.dat 40 15 292.137043578814 
cities50.dat 45 2 301.77780621837655 
cities50.dat 45 4 292.63534636722494 
cities50.dat 45 5 289.39636456103636 
cities50.dat 45 10 292.6984095746912 
cities50.dat 45 15 293.63067573154797 
cities50.dat 50 2 299.5698575194779 
cities50.dat 50 4 300.0549069792811 
cities50.dat 50 5 290.3136020307382 
cities50.dat 50 10 288.3136020307382 
cities50.dat 50 15 292.33844716256255 
cities50.dat 55 2 302.8352165768112 
cities50.dat 55 4 287.9651713850397 
cities50.dat 55 5 295.7137966946387 
cities50.dat 55 10 290.8563675678943 
cities50.dat 55 15 291.64956182496763 
