cities100.dat 2 2 1079.4664448851952 
cities100.dat 2 4 1046.3769470449038 
cities100.dat 2 5 1044.7937084463802 
cities100.dat 2 10 999.9269579474388 
cities100.dat 2 15 978.6521541237695 
cities100.dat 10 2 949.6125076481268 
cities100.dat 10 4 916.9917397445349 
cities100.dat 10 5 892.669916771287 
cities100.dat 10 10 926.5070031741063 
cities100.dat 10 15 898.3636260660077 
cities100.dat 20 2 928.4446021510835 
cities100.dat 20 4 908.9006560634031 
cities100.dat 20 5 891.213364758944 
cities100.dat 20 10 889.2357565731623 
cities100.dat 20 15 872.4186647073002 
cities100.dat 30 2 938.513799313104 
cities100.dat 30 4 865.7173477682516 
cities100.dat 30 5 905.8633326867453 
cities100.dat 30 10 858.0364038932717 
cities100.dat 30 15 865.1823434763807 
cities100.dat 40 2 906.3683629208039 
cities100.dat 40 4 909.6401560348396 
cities100.dat 40 5 872.1854057235086 
cities100.dat 40 10 865.8845539534175 
cities100.dat 40 15 861.9025741472524 
cities100.dat 50 2 875.5864456106452 
cities100.dat 50 4 890.077057870601 
cities100.dat 50 5 881.5439498618088 
cities100.dat 50 10 856.0888448148129 
cities100.dat 50 15 858.3231891571432 
cities100.dat 60 2 904.6777838062105 
cities100.dat 60 4 870.9982076115359 
cities100.dat 60 5 869.1682585712821 
cities100.dat 60 10 868.7847636429385 
cities100.dat 60 15 866.5160338431075 
cities100.dat 70 2 890.5773093442823 
cities100.dat 70 4 879.9754831042167 
cities100.dat 70 5 855.9290617280706 
cities100.dat 70 10 866.8394706769343 
cities100.dat 70 15 859.0949433347364 
cities100.dat 80 2 884.5148926567181 
cities100.dat 80 4 872.7024052872634 
cities100.dat 80 5 862.0227916828967 
cities100.dat 80 10 864.5593039073303 
cities100.dat 80 15 860.0440203601402 
cities100.dat 90 2 918.1381201157267 
cities100.dat 90 4 869.979740989973 
cities100.dat 90 5 859.6748811755302 
cities100.dat 90 10 852.948097164291 
cities100.dat 90 15 858.7469591562519 
cities100.dat 100 2 899.813977834496 
cities100.dat 100 4 866.1668509300148 
cities100.dat 100 5 869.788691328453 
cities100.dat 100 10 861.1009883497527 
cities100.dat 100 15 860.8893567236873 
cities100.dat 110 2 874.3722999015941 
cities100.dat 110 4 870.8701823252595 
cities100.dat 110 5 871.9622261998442 
cities100.dat 110 10 860.3230056186434 
cities100.dat 110 15 859.8891644668987 
