cities60.dat 2 2 449.0149271010224 
cities60.dat 2 4 454.8750712141927 
cities60.dat 2 5 460.3571779153002 
cities60.dat 2 10 436.6221350700247 
cities60.dat 2 15 412.8223213860309 
cities60.dat 8 2 436.5901630637888 
cities60.dat 8 4 429.9251639887732 
cities60.dat 8 5 427.58539759821537 
cities60.dat 8 10 406.75783802481834 
cities60.dat 8 15 415.40678801600745 
cities60.dat 16 2 419.6273782594701 
cities60.dat 16 4 404.20944009055603 
cities60.dat 16 5 405.2413413664771 
cities60.dat 16 10 394.74696146915227 
cities60.dat 16 15 398.715383045896 
cities60.dat 20 2 400.9833326263961 
cities60.dat 20 4 408.227811155261 
cities60.dat 20 5 392.69682871846646 
cities60.dat 20 10 394.32381651415454 
cities60.dat 20 15 391.6706423673014 
cities60.dat 25 2 417.12315640252007 
cities60.dat 25 4 403.9994345228343 
cities60.dat 25 5 405.4967516514548 
cities60.dat 25 10 395.08107080659346 
cities60.dat 25 15 381.5591420459513 
cities60.dat 30 2 402.87769534836156 
cities60.dat 30 4 400.7742096942434 
cities60.dat 30 5 395.07473063500385 
cities60.dat 30 10 395.1486091282359 
cities60.dat 30 15 393.6566321272783 
cities60.dat 35 2 407.4821458749791 
cities60.dat 35 4 390.63915029396634 
cities60.dat 35 5 392.95283592343947 
cities60.dat 35 10 388.1202834969412 
cities60.dat 35 15 389.29610584345164 
cities60.dat 40 2 407.4504425956284 
cities60.dat 40 4 398.3432774818101 
cities60.dat 40 5 402.8694287066188 
cities60.dat 40 10 389.37723264482185 
cities60.dat 40 15 389.963611203944 
cities60.dat 45 2 403.98948981348207 
cities60.dat 45 4 393.1691533219745 
cities60.dat 45 5 399.9634629759939 
cities60.dat 45 10 393.47715949421246 
cities60.dat 45 15 392.45930168722685 
cities60.dat 50 2 397.4709464873288 
cities60.dat 50 4 402.11051911520434 
cities60.dat 50 5 395.67450198797695 
cities60.dat 50 10 386.18541138140216 
cities60.dat 50 15 390.6923337514432 
cities60.dat 55 2 406.1496166858307 
cities60.dat 55 4 392.5339501793441 
cities60.dat 55 5 397.0643687654118 
cities60.dat 55 10 392.37744234950395 
cities60.dat 55 15 393.12219537265844 
cities60.dat 60 2 406.1552391119601 
cities60.dat 60 4 389.65179997593714 
cities60.dat 60 5 395.57933631480284 
cities60.dat 60 10 390.86403684692704 
cities60.dat 60 15 393.4884544089709 
cities60.dat 65 2 407.4870513840961 
cities60.dat 65 4 400.9038081457557 
cities60.dat 65 5 395.1687857111285 
cities60.dat 65 10 387.9555586309336 
cities60.dat 65 15 388.0840599099666 
cities60.dat 70 2 398.4163644570607 
cities60.dat 70 4 392.4707530808007 
cities60.dat 70 5 394.05407693341704 
cities60.dat 70 10 393.4884544089709 
cities60.dat 70 15 388.70611937539314 
